month,day,hour,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
7,1,0,84,62,29,38,32,3,5,22,17,112,242,182,212,0.6,0.7
7,1,1,50,35,30,19,32,3,5,19,17,100,242,100,100,0.5,0.7
7,1,2,39,27,30,16,32,3,5,23,17,83,242,92,100,0.5,0.7
7,1,3,38,26,31,16,32,3,5,25,18,75,242,86,100,0.5,0.7
7,1,4,30,21,31,17,32,3,5,24,18,73,242,83,100,0.5,0.7
7,1,5,29,20,31,16,32,3,5,23,19,84,242,83,100,0.5,0.7
7,1,6,28,14,31,16,32,3,5,21,19,88,242,84,100,0.5,0.7
7,1,7,27,18,32,20,32,4,5,26,20,84,242,84,100,0.5,0.7
7,1,8,31,21,32,20,32,6,5,20,20,98,242,86,100,0.5,0.7
7,1,9,29,20,32,25,32,8,5,24,21,91,242,84,100,0.6,0.6
7,1,10,32,20,31,29,33,7,5,22,21,101,242,87,100,0.6,0.6
7,1,11,35,22,31,32,33,4,4,24,21,109,242,91,100,0.6,0.6
7,1,12,42,22,30,32,33,4,4,22,22,134,242,99,100,0.5,0.6
7,1,13,50,26,30,34,33,4,4,19,22,157,242,108,108,0.5,0.6
7,1,14,50.66666667,22,31,40.66666667,33,4,4,21,22,155,242,116,116,0.5,0.6
7,1,15,51.33333333,18,30,47.33333333,34,4,4,23,23,136,242,123,123,0.5,0.6
7,1,16,52,21,30,54,34,4,4,20,23,142,237,128,128,0.5,0.6
7,1,17,44,23,29,44,35,4,4,25,24,135,224,134,134,0.5,0.6
7,1,18,39,19,29,38,34,4,4,27,24,124,214,136,136,0.5,0.6
7,1,19,35,16,28,27,34,3,4,23,24,110,188,137,137,0.4,0.6
7,1,20,36,13,28,24,32,4,4,20,23,115,185,134,137,0.4,0.5
7,1,21,37,15,26,24,30,4,4,19,23,116,167,129,137,0.4,0.5
7,1,22,34,15,24,24,28,4,4,19,23,108,157,123,137,0.4,0.5
7,1,23,34,15,22,22,27,3,4,16,22,108,157,120,137,0.4,0.5
7,2,0,34,12,20,18,26,4,4,16,22,106,157,115,137,0.4,0.5
7,2,1,31,14,19,17,26,3,4,17,22,99,157,99,99,0.5,0.5
7,2,2,29,18,19,18,26,3,4,17,21,91,157,95,99,0.5,0.5
7,2,3,28,18,18,18,26,4,4,16,21,89,157,93,99,0.5,0.5
7,2,4,27,16,18,17,26,4,4,16,21,85,157,91,99,0.5,0.5
7,2,5,26,18,18,17,26,4,4,16,20,83,157,89,99,0.5,0.5
7,2,6,26,15,18,17,26,3,4,18,20,81,157,88,99,0.5,0.5
7,2,7,28,19,18,19,26,4,4,20,20,76,157,86,99,0.5,0.5
7,2,8,24,14,18,18,26,4,4,20,20,76,157,85,99,0.5,0.5
7,2,9,24,14,18,20,26,3,4,21,20,74,157,82,99,0.5,0.5
7,2,10,25,15,17,19,25,3,4,19,20,79,157,80,99,0.5,0.5
7,2,11,29,20,17,18,24,3,4,19,19,83,157,80,99,0.5,0.5
7,2,12,26,16,17,17,24,3,4,21,19,83,157,79,99,0.5,0.5
7,2,13,29,17,17,16,23,4,4,15,19,92,155,80,99,0.5,0.5
7,2,14,33,16,17,17,23,4,4,16,19,104,142,83,99,0.5,0.5
7,2,15,33,19,17,18,23,3,4,17,19,104,142,87,99,0.5,0.5
7,2,16,32,13,16,18,21,3,4,14,19,100,135,90,99,0.5,0.5
7,2,17,30,15,16,18,20,3,4,14,18,94,124,92,99,0.5,0.5
7,2,18,28,11,16,17,19,3,3,15,18,87,116,93,99,0.5,0.5
7,2,19,27,11,15,17,19,3,3,18,17,84,116,94,99,0.5,0.5
7,2,20,24,9,15,17,18,3,3,20,17,76,116,93,99,0.5,0.5
7,2,21,21,12,15,15,18,3,3,21,18,65,108,89,99,0.5,0.5
7,2,22,18,8,15,15,18,3,3,23,18,55,108,83,99,0.5,0.5
7,2,23,19,13,15,9,17,3,3,19,18,57,106,77,99,0.5,0.5
7,3,0,22,6,14,3,16,3,3,13,18,68,104,73,94,0.5,0.5
7,3,1,17,9,14,3,16,3,3,17,18,54,104,54,54,0.5,0.5
7,3,2,16,4,14,2,15,3,3,22,18,49,104,52,54,0.5,0.5
7,3,3,14,5,13,1,14,3,3,28,18,41,104,48,54,0.5,0.5
7,3,4,16,5,13,6,14,3,3,31,19,32,104,44,54,0.5,0.5
7,3,5,18,12,12,9,14,3,3,25,19,37,104,43,54,0.6,0.5
7,3,6,13,8,12,11,13,4,3,25,20,38,104,42,54,0.6,0.5
7,3,7,23,16,12,16,13,4,3,25,20,38,104,41,54,0.6,0.5
7,3,8,20,14,12,15,13,4,3,25,20,37,104,41,54,0.6,0.5
7,3,9,22,15,12,14,13,4,3,20,20,43,104,39,54,0.6,0.5
7,3,10,20,8,12,15,13,5,3,20,20,64,104,41,54,0.6,0.5
7,3,11,22.66666667,11,11.5,14.5,12.5,4.5,3,17.5,20,77.5,104,45.5,54,0.65,0.5
7,3,12,25.33333333,14,11,14,12,4,3,15,20,91,104,50,54,0.7,0.5
7,3,13,28,17,11,17,12,4,3,16,20,87,104,57,57,0.7,0.5
7,3,14,25,14,11,18,13,4,3,20,20,80,104,66,66,0.7,0.6
7,3,15,29,20,11,15,12,4,4,16,20,73,100,71,71,0.6,0.6
7,3,16,24,13,11,11,12,4,4,18,20,75,94,75,75,0.6,0.6
7,3,17,29,19,11,14,12,4,4,21,20,90,91,81,81,0.6,0.6
7,3,18,34,15,12,15,12,4,4,25,21,108,108,87,87,0.7,0.6
7,3,19,39,22,12,24,12,4,4,20,21,124,124,91,91,0.8,0.6
7,3,20,42,27,13,28,13,4,4,24,21,133,133,96,96,0.8,0.6
7,3,21,38,26,13,27,13,4,4,23,21,111,133,99,99,0.7,0.6
7,3,22,38,26,14,34,14,4,4,24,21,85,133,100,100,0.8,0.6
7,3,23,63,45,16,43,15,4,4,19,21,74,133,100,100,0.9,0.6
7,4,0,55,39,17,35,17,4,4,18,21,70,133,99,100,0.8,0.6
7,4,1,53,37,18,30,18,3,4,14,21,72,133,72,72,0.6,0.7
7,4,2,39,27,19,24,19,3,4,11,21,78,133,75,75,0.6,0.7
7,4,3,35,24,20,14,19,3,4,16,20,68,133,73,75,0.5,0.7
7,4,4,24,15,20,13,20,3,4,11,19,74,133,73,75,0.5,0.7
7,4,5,29,20,21,11,20,3,4,10,19,76,133,74,75,0.5,0.7
7,4,6,25,11,21,10,20,3,4,9,18,80,133,75,75,0.5,0.7
7,4,7,24,13,21,9,19,3,4,13,18,75,133,75,75,0.5,0.6
7,4,8,23,15,21,14,19,4,4,14,17,73,133,74,75,0.6,0.6
7,4,9,26,15,21,12,19,4,4,12,17,82,133,76,76,0.6,0.6
7,4,10,25,11,21,14,19,3,4,16,17,79,133,76,76,0.6,0.6
7,4,11,29,12,21,14,19,4,4,14,17,91,133,79,79,0.6,0.6
7,4,12,33,12,21,14,19,3,4,12,16,104,133,82,82,0.6,0.6
7,4,13,37,20,21,16,19,3,4,12,16,118,133,88,88,0.6,0.6
7,4,14,38,19,21,18,19,3,4,12,16,121,133,93,93,0.6,0.6
7,4,15,38,18,21,16,19,3,4,13,16,119,133,98,98,0.6,0.6
7,4,16,36,22,21,17,19,3,3,17,16,113,133,103,103,0.6,0.6
7,4,17,35,23,21,22,20,3,3,23,16,109,133,107,107,0.6,0.6
7,4,18,45,31,22,35,21,4,3,32,16,91,133,108,108,0.6,0.6
7,4,19,38,26,22,22,20,3,3,25,16,91,133,108,108,0.6,0.6
7,4,20,28,19,22,15,20,3,3,27,17,79,121,105,108,0.5,0.6
7,4,21,27,17,22,12,19,3,3,21,16,84,121,101,108,0.5,0.6
7,4,22,28,19,21,12,18,3,3,16,16,88,121,97,108,0.5,0.6
7,4,23,29,20,20,12,17,3,3,17,16,83,121,92,108,0.5,0.6
7,5,0,29,20,19,13,16,3,3,18,16,69,121,87,108,0.5,0.6
7,5,1,36,25,19,12,15,3,3,16,16,68,121,68,68,0.5,0.6
7,5,2,35,24,19,7,15,3,3,14,16,70,121,69,69,0.5,0.6
7,5,3,30,21,19,9,15,3,3,16,16,60,121,66,69,0.5,0.6
7,5,4,32,22,19,12,14,3,3,17,16,56,121,64,69,0.5,0.6
7,5,5,33,23,19,12,15,3,3,16,17,53,121,61,69,0.5,0.6
7,5,6,38,26,20,14,15,4,3,19,17,45,121,59,69,0.6,0.6
7,5,7,36,25,20,18,15,3,3,26,18,36,121,55,69,0.6,0.6
7,5,8,46,32,21,19,15,3,3,23,18,38,121,53,69,0.6,0.6
7,5,9,53,37,22,22,16,3,3,27,19,29,121,48,69,0.6,0.6
7,5,10,49,34,23,27,16,3,3,28,19,28,121,43,69,0.7,0.6
7,5,11,59,42,24,31,17,3,3,32,20,30,121,39,69,0.7,0.6
7,5,12,65,47,26,35,18,3,3,36,21,31,121,36,69,0.8,0.6
7,5,13,53,37,26,20,18,3,3,32,22,41,121,35,69,0.8,0.6
7,5,14,26,17,26,2,17,3,3,51,23,29,119,33,69,0.8,0.6
7,5,15,24,7,26,2,17,3,3,48,25,35,113,33,69,0.8,0.6
7,5,16,25,9,25,4,16,3,3,50,26,24,109,31,69,0.8,0.6
7,5,17,39,27,25,27,16,3,3,57,28,23,91,30,69,0.9,0.6
7,5,18,75,55,26,48,17,3,3,53,29,32,91,31,69,0.9,0.6
7,5,19,77,56,28,43,18,3,3,43,29,42,88,32,69,0.8,0.6
7,5,20,73,53,29,42,19,4,3,48,30,41,88,33,69,0.9,0.7
7,5,21,89,66,31,56,21,4,3,43,31,48,88,34,69,0.9,0.7
7,5,22,87,64,33,50,22,4,3,36,32,45,83,36,69,0.9,0.7
7,5,23,89,66,35,49,24,4,3,45,33,24,70,35,69,0.9,0.7
7,6,0,89,66,37,44,25,4,3,45,34,16,70,34,53,0.9,0.7
7,6,1,74,54,38,36,26,4,3,45,35,11,70,11,11,0.8,0.7
7,6,2,52,36,38,25,27,4,3,42,37,6,60,8,11,0.8,0.8
7,6,3,48,33,39,26,28,4,3,39,38,5,56,7,11,0.9,0.8
7,6,4,54,38,40,34,29,4,3,42,39,6,53,7,11,0.9,0.8
7,6,5,52,36,40,30,29,4,3,40,40,6,48,7,11,0.9,0.8
7,6,6,50,35,40,31,30,4,3,41,40,6,48,7,11,0.9,0.8
7,6,7,46,32,41,28,30,4,4,38,41,6,48,7,11,0.9,0.8
7,6,8,42,29,41,22,31,4,4,42,42,7,48,7,11,0.8,0.8
7,6,9,33,23,40,18,30,4,4,39,42,12,48,7,11,0.8,0.8
7,6,10,32,22,40,19,30,3,4,27,42,29,48,10,11,0.7,0.8
7,6,11,32,22,39,20,30,3,4,24,42,36,48,14,14,0.7,0.8
7,6,12,22,15,37,12,29,3,4,19,41,42,48,18,18,0.6,0.8
7,6,13,15,8,36,5,28,3,4,16,41,47,48,23,23,0.6,0.8
7,6,14,15,4,36,6,28,3,4,19,39,47,48,28,28,0.6,0.8
7,6,15,18,12,36,8,28,3,4,24,38,44,48,33,33,0.6,0.8
7,6,16,15,9,36,9,29,3,4,29,37,40,48,37,37,0.6,0.8
7,6,17,21,5,35,8,28,3,4,41,37,24,48,39,39,0.6,0.8
7,6,18,16,6,33,6,26,3,4,31,36,36,48,40,40,0.6,0.8
7,6,19,24,7,31,6,25,3,4,48,36,17,48,37,40,0.6,0.8
7,6,20,28,6,29,7,23,3,4,56,36,7,48,33,40,0.6,0.8
7,6,21,26,10,27,12,21,3,4,51,37,7,47,28,40,0.6,0.7
7,6,22,30,21,25,21,20,3,3,50,37,8,47,23,40,0.7,0.7
7,6,23,40,28,23,27,19,3,3,44,37,19,47,20,40,0.7,0.7
7,7,0,45,31,22,28,18,3,3,36,37,28,47,18,40,0.7,0.7
7,7,1,42,29,21,29,18,3,3,25,36,38,47,38,38,0.7,0.7
7,7,2,50,35,21,28,18,3,3,20,35,47,47,42,42,0.7,0.7
7,7,3,42,29,20,24,18,3,3,16,34,50,50,45,45,0.7,0.7
7,7,4,28,19,20,13,17,3,3,19,33,40,50,44,45,0.7,0.7
7,7,5,23,16,19,13,17,3,3,26,33,31,50,41,45,0.7,0.7
7,7,6,26,18,18,17,16,3,3,27,32,32,50,40,45,0.7,0.7
7,7,7,20,14,17,8,15,3,3,18,31,46,50,41,45,0.7,0.7
7,7,8,15,10,17,11,15,4,3,19,30,42,50,41,45,0.7,0.7
7,7,9,16,11,16,13,15,4,3,16,29,47,50,42,45,0.7,0.7
7,7,10,18,12,16,14,14,4,3,14,29,57,57,43,45,0.7,0.7
7,7,11,23,16,15,18,14,4,3,21,29,66,66,45,45,0.7,0.7
7,7,12,30,18,16,20,15,4,3,19,29,93,93,52,52,0.7,0.7
7,7,13,39,18,16,18,15,4,3,12,28,123,123,63,63,0.7,0.7
7,7,14,42,19,17,20,16,4,3,11,28,132,132,76,76,0.7,0.7
7,7,15,41,15,17,18,16,4,3,21,28,130,132,86,86,0.7,0.7
7,7,16,38,17,17,22,17,4,3,29,28,121,132,96,96,0.7,0.7
7,7,17,38,18,18,25,17,4,3,30,27,121,132,105,105,0.7,0.7
7,7,18,35,22,18,26,18,4,3,34,28,112,132,112,112,0.7,0.7
7,7,19,36,21,19,36,20,4,4,44,27,83,132,114,114,0.7,0.7
7,7,20,35,20,19,35,21,4,4,47,27,52,132,109,114,0.7,0.7
7,7,21,36,19,20,36,22,4,4,44,27,39,132,99,114,0.7,0.7
7,7,22,35,18,20,35,22,4,4,51,27,19,132,85,114,0.7,0.7
7,7,23,31,17,19,31,22,4,4,50,27,10,132,70,114,0.7,0.7
7,8,0,24,16,19,23,22,4,4,48,28,9,132,56,114,0.7,0.7
7,8,1,21,14,18,20,22,4,4,42,28,10,132,10,10,0.7,0.7
7,8,2,20,14,17,19,21,4,4,40,29,9,132,10,10,0.6,0.7
7,8,3,19,11,16,18,21,4,4,38,30,8,132,9,10,0.6,0.7
7,8,4,19,12,16,18,21,4,4,38,31,10,132,9,10,0.6,0.7
7,8,5,22,15,16,21,22,4,4,35,31,6,132,9,10,0.7,0.7
7,8,6,27,18,16,27,22,4,4,34,31,6,132,8,10,0.7,0.7
7,8,7,32,22,16,30,23,5,4,34,32,12,132,9,10,0.7,0.7
7,8,8,33,23,17,26,24,6,4,29,33,30,132,11,11,0.7,0.7
7,8,9,29,20,17,23,24,5,4,27,33,40,132,15,15,0.7,0.7
7,8,10,30,21,18,26,25,6,4,29,34,37,132,19,19,0.7,0.7
7,8,11,38,26,18,31,25,5,4,22,34,68,132,26,26,0.7,0.7
7,8,12,49,34,19,36,26,4,4,16,34,97,132,37,37,0.7,0.7
7,8,13,42,29,19,33,26,3,4,16,34,121,132,51,51,0.7,0.7
7,8,14,50,35,20,43,27,3,4,16,34,158,158,70,70,0.7,0.7
7,8,15,57,40,21,51,29,3,4,22,34,132,158,85,85,0.7,0.7
7,8,16,44.5,31,21,34,29,3,4,21.5,34,95,158,90.5,90.5,0.65,0.7
7,8,17,32,22,21,17,29,3,4,21,34,58,158,96,96,0.6,0.7
7,8,18,32,22,22,17,28,3,4,26,33,49,158,97,97,0.6,0.7
7,8,19,22,15,21,14,28,3,4,22,32,56,158,96,97,0.6,0.7
7,8,20,29,20,21,20,27,3,4,47,32,33,158,88,97,0.6,0.7
7,8,21,36,25,22,27,27,3,4,56,32,27,158,76,97,0.7,0.7
7,8,22,36,25,22,26,26,3,4,45,32,27,158,59,97,0.7,0.7
7,8,23,38,26,22,22,26,3,4,28,31,44,158,48,97,0.6,0.7
7,9,0,29,20,22,16,26,3,4,30,30,32,158,41,97,0.6,0.7
7,9,1,20,14,22,14,25,2,4,37,30,25,158,25,25,0.6,0.7
7,9,2,23,16,23,17,25,3,4,30,30,24,158,24,25,0.6,0.7
7,9,3,32,22,23,17,25,3,4,25,29,30,158,26,26,0.6,0.7
7,9,4,28,19,23,15,25,3,4,26,29,25,158,26,26,0.6,0.7
7,9,5,29,20,24,20,25,3,4,34,28,18,158,24,26,0.6,0.6
7,9,6,35,24,24,17,25,3,4,38,29,16,158,23,26,0.6,0.6
7,9,7,35,24,24,16,24,3,3,38,29,14,158,22,26,0.7,0.6
7,9,8,29,20,24,18,24,3,3,39,29,13,158,21,26,0.6,0.6
7,9,9,28.22222222,15,24,11,23,3,3,42,30,14,158,19,26,0.7,0.6
7,9,10,27.44444444,12.25,24,17,23,3,3,38,30,23,158,19,26,0.7,0.6
7,9,11,26.66666667,9.5,24,23,23,3,3,36,31,31.33333333,158,18,26,0.6,0.6
7,9,12,25.88888889,6.75,23,29,22,3,3,32.66666667,31,39.66666667,158,16,26,0.6,0.6
7,9,13,25.11111111,4,22,18,22,3,3,29.33333333,32,48,158,21,26,0.5,0.6
7,9,14,24.33333333,6,20,12,20,2,3,26,33,56,132,28,28,0.5,0.6
7,9,15,23.55555556,7,19,12,18,3,3,26,33,55,93,35,35,0.5,0.6
7,9,16,22.77777778,10,18,16,18,3,3,28,34,59,59,42,42,0.5,0.6
7,9,17,22,15,18,20,18,3,3,28,34,60,60,50,50,0.5,0.6
7,9,18,26,13,17,26,18,3,3,34,34,53,60,55,55,0.8,0.6
7,9,19,32,22,17,31,19,3,3,25,34,58,60,56,56,0.7,0.6
7,9,20,38,26,18,33,20,3,3,25,33,52,60,55,56,0.7,0.6
7,9,21,39,27,18,29,20,3,3,17,32,58,60,56,56,0.6,0.6
7,9,22,33,23,18,18,19,3,3,16,30,56,60,56,56,0.5,0.6
7,9,23,28,19,17,15,19,3,3,13,30,59,60,57,57,0.5,0.6
7,10,0,38,26,18,18,19,2,3,14,29,60,60,57,57,0.5,0.6
7,10,1,32,22,18,14,19,2,3,8,28,64,64,64,64,0.5,0.6
7,10,2,20,14,18,10,19,2,3,8,27,63,64,64,64,0.5,0.6
7,10,3,20,13,18,11,19,3,3,7,26,64,64,64,64,0.5,0.6
7,10,4,29,20,18,18,19,3,3,9,25,59,64,62,64,0.5,0.6
7,10,5,38,26,18,29,19,3,3,10,24,60,64,62,64,0.6,0.6
7,10,6,42,29,18,31,20,3,3,8,22,65,65,62,64,0.6,0.6
7,10,7,38,26,18,26,20,2,3,10,21,64,65,63,64,0.6,0.6
7,10,8,45,31,19,22,20,2,3,11,20,68,68,63,64,0.6,0.6
7,10,9,33,23,19,18,21,3,3,14,19,63,68,63,64,0.6,0.6
7,10,10,26,18,19,18,21,3,3,15,18,62,68,63,64,0.6,0.6
7,10,11,28,19,19,22,21,3,3,17,17,61,68,63,64,0.6,0.6
7,10,12,28,19,19,19,20,3,3,17,17,66,68,64,64,0.6,0.6
7,10,13,23,16,20,20,20,3,3,20,17,66,68,64,64,1,0.6
7,10,14,40,28,20,33,21,4,3,26,17,61,68,64,64,0.9,0.6
7,10,15,34,22,21,34,22,3,3,26,17,70,70,65,65,0.9,0.6
7,10,16,32,22,22,32,23,3,3,28,17,60,70,64,65,0.7,0.6
7,10,17,32,22,22,30,23,3,3,32,17,51,70,62,65,0.7,0.6
7,10,18,43,30,23,30,23,3,3,42,17,34,70,59,65,0.7,0.6
7,10,19,35,24,23,26,23,3,3,48,18,29,70,55,65,0.7,0.6
7,10,20,33,23,23,22,23,3,3,42,19,34,70,51,65,0.7,0.6
7,10,21,29,20,22,20,22,3,3,27,20,48,70,48,65,0.7,0.6
7,10,22,38,26,22,21,22,3,3,32,20,41,70,46,65,0.7,0.6
7,10,23,35,24,23,21,23,3,3,29,21,47,70,43,65,0.7,0.7
7,11,0,43,30,23,17,23,3,3,16,21,70,70,44,65,0.6,0.7
7,11,1,32,22,23,17,23,2,3,25,22,53,70,53,53,0.7,0.7
7,11,2,36,25,23,18,23,2,3,23,22,50,70,52,53,0.7,0.7
7,11,3,32,22,24,18,23,2,3,25,23,40,70,48,53,0.7,0.7
7,11,4,43,30,24,19,23,3,3,22,24,37,70,45,53,0.7,0.7
7,11,5,45,31,24,25,23,3,3,19,24,38,70,44,53,0.7,0.7
7,11,6,58,41,25,35,23,3,3,24,25,28,70,41,53,0.7,0.7
7,11,7,60,43,25,38,24,3,3,29,25,21,70,38,53,0.7,0.7
7,11,8,62,44,26,32,24,2,3,30,26,21,70,36,53,0.7,0.7
7,11,9,49,34,26,21,24,3,3,28,27,24,70,32,53,0.7,0.7
7,11,10,43,30,27,9,24,3,3,26,27,30,70,30,53,0.7,0.7
7,11,11,35,24,27,12,24,3,3,32,28,32,70,29,53,0.7,0.7
7,11,12,43,30,28,16,24,3,3,34,29,34,70,28,53,0.7,0.7
7,11,13,42,29,28,19,24,3,3,28,29,40,70,29,53,0.7,0.7
7,11,14,49,34,28,22,23,3,3,28,29,51,70,32,53,0.8,0.7
7,11,15,46,32,29,20,22,3,3,25,29,64,70,37,53,0.7,0.7
7,11,16,46,32,29,23,22,3,3,26,29,64,70,42,53,0.8,0.7
7,11,17,49,34,30,28,22,3,3,30,29,54,70,46,53,0.8,0.7
7,11,18,52,36,30,32,22,4,3,32,28,58,70,50,53,0.7,0.7
7,11,19,53,37,31,34,22,4,3,45,28,37,70,50,53,0.7,0.7
7,11,20,46,32,31,29,23,4,3,36,28,42,70,51,53,0.7,0.7
7,11,21,30,21,31,27,23,3,3,30,28,37,70,51,53,0.7,0.7
7,11,22,46,32,31,28,23,3,3,33,28,28,70,48,53,0.7,0.7
7,11,23,40,28,31,28,24,3,3,40,29,20,70,42,53,0.7,0.7
7,12,0,46,32,31,28,24,3,3,32,29,15,64,36,51,0.7,0.7
7,12,1,49,34,32,30,25,3,3,32,30,19,64,19,19,0.6,0.7
7,12,2,59,42,33,36,25,3,3,18,29,41,64,30,30,0.6,0.7
7,12,3,64,46,34,33,26,3,3,20,29,38,64,33,33,0.6,0.7
7,12,4,64,46,34,33,27,3,3,20,29,39,64,34,34,0.6,0.7
7,12,5,64,46,35,35,27,3,3,26,29,26,64,33,34,0.6,0.7
7,12,6,60,43,35,37,27,4,3,33,30,17,64,30,34,0.7,0.7
7,12,7,58,41,35,42,27,4,3,33,30,18,64,28,34,0.8,0.7
7,12,8,65,47,35,45,28,4,3,35,30,31,64,29,34,0.9,0.7
7,12,9,82,60,36,56,29,4,3,33,30,72,72,35,35,1,0.7
7,12,10,95,71,38,66,32,4,3,32,31,106,106,43,43,1,0.7
7,12,11,89,66,40,61,34,3,3,21,30,150,150,57,57,0.9,0.7
7,12,12,80,59,41,59,35,3,3,17,29,158,158,72,72,0.8,0.7
7,12,13,73,53,42,49,37,3,3,15,29,161,161,89,89,0.8,0.7
7,12,14,78,57,43,47,38,3,3,13,28,171,171,108,108,0.7,0.7
7,12,15,75,29,43,39,39,4,3,14,28,180,180,129,129,0.7,0.7
7,12,16,67,29,43,39,39,4,3,18,27,173,180,146,146,0.7,0.7
7,12,17,54,25,42,40,40,4,3,24,27,163,180,158,158,0.7,0.7
7,12,18,52,28,42,53,41,4,3,53,28,110,180,158,158,0.8,0.7
7,12,19,50,30,42,50,41,4,3,40,28,106,180,153,158,0.7,0.7
7,12,20,43,27,41,43,42,4,3,50,28,78,180,143,158,0.7,0.7
7,12,21,44,26,42,44,43,5,4,62,30,44,180,128,158,0.7,0.7
7,12,22,51,30,41,52,44,4,4,81,32,13,180,108,158,0.7,0.7
7,12,23,52,31,42,53,45,4,4,68,33,18,180,88,158,0.7,0.7
7,13,0,55,35,42,60,46,4,4,67,34,16,180,68,158,0.8,0.7
7,13,1,58,41,42,62,47,5,4,69,36,12,180,12,12,0.8,0.8
7,13,2,55,39,42,57,48,5,4,61,38,14,180,13,13,0.8,0.8
7,13,3,52,34,41,53,49,6,4,51,39,14,180,13,13,0.7,0.8
7,13,4,51,31,41,51,50,7,4,54,40,10,180,12,13,0.7,0.8
7,13,5,50,27,40,50,50,6,4,48,41,11,180,12,13,0.7,0.8
7,13,6,40,28,39,40,50,6,4,23,41,38,180,16,16,0.7,0.8
7,13,7,42,29,39,34,50,5,4,23,40,38,180,20,20,0.7,0.8
7,13,8,39,27,38,27,49,5,4,21,40,47,180,23,23,0.7,0.8
7,13,9,28,19,36,19,48,4,4,19,39,47,180,27,27,0.8,0.7
7,13,10,29,20,34,13,46,3,4,13,39,66,180,34,34,0.8,0.7
7,13,11,26,18,32,14,44,3,4,17,38,65,180,40,40,0.8,0.7
7,13,12,22,13,30,13,42,3,4,15,38,70,180,48,48,0.8,0.7
7,13,13,21,9,28,5,40,3,4,16,38,66,180,55,55,0.8,0.7
7,13,14,23,8,26,1,38,3,4,16,38,73,180,59,59,0.8,0.7
7,13,15,29,10,26,4,37,3,4,15,38,90,173,66,66,0.8,0.7
7,13,16,28,14,25,9,35,3,4,18,38,88,163,71,71,0.8,0.8
7,13,17,25,15,25,11,34,3,4,18,38,80,110,75,75,0.9,0.8
7,13,18,25,9,24,8,32,3,4,17,37,80,106,76,76,0.9,0.8
7,13,19,26,8,23,3,30,3,4,18,36,82,90,79,79,0.7,0.8
7,13,20,26,5,22,2,29,3,4,18,34,82,90,80,80,0.7,0.8
7,13,21,24,12,21,8,27,3,4,20,33,74,90,81,81,0.7,0.8
7,13,22,25,11,21,9,25,3,4,16,30,78,90,82,82,0.7,0.8
7,13,23,24,15,20,12,24,4,4,16,28,74,90,80,82,0.7,0.8
7,14,0,32,22,19,16,22,3,4,16,26,69,90,77,82,0.8,0.8
7,14,1,33,23,19,14,20,3,4,12,23,76,90,76,76,0.7,0.8
7,14,2,30,18,18,9,18,3,4,6,21,94,94,85,85,0.6,0.8
7,14,3,29,19,17,13,16,2,4,7,19,90,94,87,87,0.7,0.7
7,14,4,28,19,17,14,14,3,3,7,17,82,94,86,87,0.7,0.8
7,14,5,33,23,16,16,13,3,3,11,16,67,94,82,87,0.8,0.8
7,14,6,48,33,17,20,12,3,3,16,15,56,94,78,87,0.9,0.8
7,14,7,55,39,17,20,12,3,3,17,15,55,94,74,87,1,0.8
7,14,8,57,40,18,24,12,4,3,19,15,55,94,72,87,1.1,0.8
7,14,9,53,37,18,23,12,3,3,17,15,66,94,71,87,1,0.8
7,14,10,50,35,19,18,12,4,3,13,15,85,94,70,87,0.9,0.8
7,14,11,45,31,20,22,12,4,3,14,15,89,94,69,87,0.9,0.8
7,14,12,58,41,21,29,13,4,3,21,15,93,94,71,87,0.9,0.8
7,14,13,68,49,22,35,14,3,3,26,16,91,94,74,87,0.9,0.8
7,14,14,70,51,24,39,16,4,3,27,16,98,98,79,87,1,0.8
7,14,15,70,51,26,34,17,4,3,22,16,115,115,86,87,0.8,0.8
7,14,16,46,32,27,24,18,4,3,23,17,100,115,92,92,0.8,0.8
7,14,17,47.33333333,19,27,16,18,3,3,24.66666667,16,105,115,97,97,0.7,0.8
7,14,18,48.66666667,25,27,23,18,3,3,26.33333333,16,115,115,101,101,0.7,0.8
7,14,19,50,35,29,32,20,3,3,28,17,108,115,103,103,0.8,0.8
7,14,20,58,41,30,39,21,3,3,67,19,46,115,97,103,0.8,0.8
7,14,21,55,39,31,41,23,3,3,76,22,20,115,88,103,0.8,0.8
7,14,22,54,38,32,38,24,3,3,63,24,24,115,79,103,0.8,0.8
7,14,23,67,48,34,42,25,4,3,72,26,10,115,66,103,1,0.8
7,15,0,79,58,35,47,26,4,3,64,29,13,115,55,103,1,0.8
7,15,1,79,58,37,39,27,4,3,32,29,44,115,44,44,0.9,0.9
7,15,2,72,52,38,31,28,4,3,41,31,32,115,38,44,0.9,0.9
7,15,3,84,62,40,22,29,3,3,31,32,52,115,43,44,0.8,0.9
7,15,4,53,37,41,10,28,3,3,16,33,79,115,52,52,0.7,0.9
7,15,5,38,26,41,12,28,3,3,16,33,74,115,56,56,0.6,0.9
7,15,6,38,26,40,8,28,3,3,21,33,76,115,60,60,0.6,0.8
7,15,7,23,16,39,6,27,3,3,29,34,68,115,61,61,0.6,0.8
7,15,8,19,8,38,12,27,3,3,37,34,56,115,60,61,0.6,0.8
