month,day,hour,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
10,23,8,99,39,54,148,90,14,9,47,34,38,164,48,50,1.3,1
10,23,9,103,36,51,156,98,15,9,46,36,49,164,44,50,1.2,1
10,23,10,108,36,49,166,102,15,9,43,36,61,164,45,50,1,1
10,23,11,110,35,47,170,106,12,9,32,35,82,164,49,50,0.7,0.9
10,23,12,108,32,44,166,109,12,9,29,34,95,164,54,54,0.7,0.9
10,23,13,108,35,42,166,113,11,9,27,34,106,164,61,61,0.7,0.9
10,23,14,105,36,40,160,116,11,9,25,34,115,164,72,72,0.7,0.8
10,23,15,97,37,38,144,118,10,9,24,33,116,164,83,83,0.7,0.8
10,23,16,87,32,35,124,119,10,9,21,33,122,154,93,93,0.6,0.8
10,23,17,80,32,32,110,119,9,9,21,33,119,122,102,102,0.6,0.8
10,23,18,75,30,30,100,118,9,9,26,33,103,122,107,107,0.6,0.7
10,23,19,70,32,29,89,118,8,9,36,33,77,122,107,107,0.6,0.7
10,23,20,64,30,29,77,117,6,9,32,34,66,122,103,107,0.5,0.7
10,23,21,43,17,29,43,115,6,9,27,34,64,122,98,107,0.5,0.7
10,23,22,32,13,29,32,114,6,9,28,34,58,122,91,107,0.5,0.7
10,23,23,31,13,29,31,113,6,9,36,34,47,122,82,107,0.5,0.7
10,24,0,32,17,29,32,111,6,9,30,34,56,122,74,107,0.5,0.7
10,24,1,36,19,28,36,110,7,9,27,33,62,122,62,62,0.6,0.7
10,24,2,34,21,28,34,108,9,9,24,33,68,122,65,65,0.6,0.7
10,24,3,33,23,28,33,105,9,9,20,32,73,122,68,68,0.6,0.7
10,24,4,35,21,28,35,102,9,10,27,32,61,122,66,68,0.6,0.7
10,24,5,36,19,28,36,99,10,10,41,32,43,122,61,68,0.6,0.7
10,24,6,52,36,28,34,94,11,10,36,32,44,122,58,68,0.7,0.7
10,24,7,45,31,28,40,90,11,10,50,31,33,122,55,68,0.7,0.7
10,24,8,50,35,28,40,86,11,10,42,31,44,122,54,68,0.8,0.7
10,24,9,42,23,27,42,81,11,9,36,31,54,122,52,68,0.7,0.6
10,24,10,44,21,27,44,76,11,9,31,30,62,122,52,68,0.7,0.6
10,24,11,46,32,27,46,71,11,9,28,30,72,122,52,68,0.7,0.6
10,24,12,47,31,26,47,66,10,9,27,30,81,122,54,68,0.7,0.6
10,24,13,49,34,26,46,61,10,9,26,30,91,122,60,68,0.6,0.6
10,24,14,53,37,26,49,56,9,9,29,30,96,122,67,68,0.6,0.6
10,24,15,53,37,26,52,52,9,9,31,30,99,122,75,75,0.6,0.6
10,24,16,59,42,27,57,49,9,9,32,31,102,119,82,82,0.6,0.6
10,24,17,54,38,27,57,47,8,9,33,31,95,103,87,87,0.6,0.6
10,24,18,52,36,27,51,45,7,9,24,31,103,103,92,92,0.5,0.6
10,24,19,54,28,27,58,44,6,9,36,31,79,103,93,93,0.6,0.6
10,24,20,56,31,27,62,43,6,9,63,33,43,103,88,93,0.6,0.6
10,24,21,60,29,28,70,44,6,9,91,35,4,103,78,93,0.7,0.6
10,24,22,58,27,28,66,46,6,9,82,38,4,103,66,93,0.6,0.6
10,24,23,53,26,29,56,47,6,9,73,39,4,103,54,93,0.6,0.6
10,25,0,46,25,29,46,47,5,9,68,41,4,103,42,93,0.5,0.6
10,25,1,45,31,30,41,48,6,9,65,42,4,103,4,4,0.5,0.6
10,25,2,40,28,30,37,48,5,8,65,44,2,103,3,4,0.5,0.6
10,25,3,34,21,30,34,48,6,8,64,46,3,103,3,4,0.5,0.6
10,25,4,40,28,30,37,48,7,8,59,47,3,103,3,4,0.6,0.6
10,25,5,43,30,31,40,48,6,8,61,48,3,103,3,4,0.6,0.6
10,25,6,39,23,30,39,48,6,8,59,49,3,103,3,4,0.6,0.6
10,25,7,41,16,29,41,48,6,7.5,58.5,49.5,6.5,103,3.5,4,0.6,0.6
10,25,8,43,9,28,43,48,6,7,58,50,10,103,4,4,0.6,0.6
10,25,9,35,16,28,35,48,6,7,48,50,32,103,8,8,0.5,0.6
10,25,10,30,21,28,29,47,6,7,32,50,70,103,16,16,0.5,0.6
10,25,11,34,22,28,34,47,7,7,22,50,94,103,27,27,0.5,0.6
10,25,12,39,27,27,33,46,7,7,18,50,104,104,40,40,0.5,0.6
10,25,13,38,24,27,27,45,7,7,14,49,120,120,55,55,0.4,0.6
10,25,14,39,20,26,21,44,6,6,10,49,123,123,70,70,0.4,0.6
10,25,15,39,19,26,22,43,6,6,14,48,122,123,84,84,0.4,0.5
10,25,16,36,16,24,29,42,6,6,20,47,115,123,98,98,0.4,0.5
10,25,17,36,24,24,36,41,6,6,40,48,88,123,104,104,0.5,0.5
10,25,18,42,25,23,42,41,5,6,58,49,65,123,104,104,0.5,0.5
10,25,19,44,25,23,44,40,5,6,75,51,39,123,97,104,0.5,0.5
10,25,20,45,26,23,45,39,5,6,64,51,31,123,88,104,0.5,0.5
10,25,21,47,22,23,47,38,5,6,81,50,6,123,74,104,0.5,0.5
10,25,22,44,22,23,44,37,5,6,68,50,16,123,60,104,0.5,0.5
10,25,23,39,23,22,39,37,5,6,72,50,8,123,46,104,0.5,0.5
10,26,0,36,20,22,36,36,5,6,69,50,7,123,32,104,0.5,0.5
10,26,1,34,21,22,32,36,5,6,67,50,6,123,6,6,0.5,0.5
10,26,2,32,17,21,29,36,5,6,64,50,6,123,6,6,0.5,0.5
10,26,3,33,18,21,28,35,5,6,65,50,3,123,5,6,0.5,0.5
10,26,4,32,22,21,26,35,5,6,61,50,4,123,5,6,0.5,0.5
10,26,5,29,20,21,25,34,5,6,57,50,3,123,4,6,0.5,0.5
10,26,6,39,27,21,29,34,5,6,58,50,3,123,4,6,0.6,0.5
10,26,7,40,28,21,33,34,5,6,55,50,4,123,4,6,0.6,0.5
10,26,8,45,24,22,45,34,6,6,52,49,13,123,5,6,0.6,0.5
10,26,9,36,25,22,36,34,6,6,37,49,40,123,10,10,0.6,0.5
10,26,10,30,19,22,30,34,5,6,29,49,63,123,17,17,0.5,0.5
10,26,11,28,16,22,28,34,5,5,25,49,72,123,25,25,0.5,0.5
10,26,12,32,15,22,22,33,5,5,13,49,100,123,37,37,0.5,0.5
10,26,13,34,17,21,21,33,5,5,13,49,108,123,50,50,0.5,0.5
10,26,14,36,15,21,23,33,5,5,12,49,114,122,64,64,0.5,0.5
10,26,15,30,15,21,24,33,5,5,25,49,96,115,76,76,0.5,0.5
10,26,16,27,14,21,27,33,5,5,35,50,82,114,84,84,0.4,0.5
10,26,17,34,17,21,34,33,5,5,50,50,61,114,87,87,0.5,0.5
10,26,18,38,19,20,38,33,5,5,50,50,58,114,86,87,0.5,0.5
10,26,19,41,21,20,41,33,5,5,62,49,36,114,82,87,0.5,0.5
10,26,20,38,20,20,38,32,5,5,67,49,24,114,72,87,0.5,0.5
10,26,21,37,19,20,37,32,5,5,70,49,10,114,60,87,0.5,0.5
10,26,22,38,26,20,38,32,5,5,76,49,6,114,47,87,0.5,0.5
10,26,23,38,24,20,33,31,5,5,76,50,4,114,35,87,0.6,0.5
10,27,0,36,25,20,32,31,5,5,70,50,6,114,26,87,0.6,0.5
10,27,1,45,31,21,32,31,5,5,68,50,4,114,4,4,0.5,0.5
10,27,2,45,31,21,33,31,5,5,68,50,6,114,5,5,0.5,0.5
10,27,3,53,37,22,30,31,5,5,56,49,18,114,9,9,0.6,0.5
10,27,4,57,40,23,31,32,5,5,57,49,12,114,10,10,0.6,0.5
10,27,5,54,38,23,29,32,6,5,60,49,6,114,9,10,0.6,0.5
10,27,6,50,35,24,28,32,6,5,57,49,8,114,9,10,0.6,0.5
10,27,7,55,39,24,27,32,6,5,58,49,6,114,9,10,0.6,0.5
10,27,8,59,42,25,32,31,6,5,59,50,7,114,8,10,0.6,0.5
10,27,9,57,40,26,34,31,6,5,55,50,17,114,10,10,0.7,0.5
10,27,10,50,35,26,33,31,7,5,44,51,36,114,14,14,0.7,0.5
10,27,11,40,28,27,23,31,7,5,32,51,60,114,19,19,0.6,0.6
10,27,12,30,21,27,24,31,9,6,30,52,69,114,26,26,0.6,0.6
10,27,13,29,20,27,25,31,6,6,26,53,76,114,35,35,0.6,0.6
10,27,14,27,18,27,25,31,5,6,22,53,84,96,44,44,0.5,0.6
10,27,15,29,18,27,24,31,5,6,18,53,91,91,55,55,0.5,0.6
10,27,16,29,16,28,25,31,5,6,19,52,92,92,66,66,0.5,0.6
10,27,17,28,14,27,28,31,5,6,31,51,83,92,74,74,0.5,0.6
10,27,18,28,19,27,28,30,5,6,44,51,69,92,78,78,0.5,0.6
10,27,19,31,18,27,31,30,5,6,48,50,53,92,77,78,0.6,0.6
10,27,20,35,20,27,35,30,5,6,68,50,23,92,71,78,0.6,0.6
10,27,21,37,21,27,37,30,5,6,74,51,12,92,63,78,0.6,0.6
10,27,22,37,22,27,37,30,5,6,62,50,23,92,56,78,0.6,0.6
10,27,23,30,21,27,28,30,5,6,46,49,40,92,49,78,0.5,0.6
10,28,0,32,22,27,24,29,5,6,55,48,28,92,41,78,0.5,0.6
10,28,1,38,26,27,32,29,5,6,53,48,23,92,23,23,0.6,0.6
10,28,2,40,28,27,27,29,5,6,71,48,13,92,18,23,0.5,0.6
10,28,3,35,24,26,24,29,5,6,47,47,30,92,22,23,0.5,0.6
10,28,4,45,31,26,28,29,6,6,34,46,35,92,25,25,0.6,0.6
10,28,5,42,29,25,24,28,5,6,26,45,44,92,29,29,0.5,0.6
10,28,6,40,28,25,21,28,5,6,20,43,50,92,32,32,0.5,0.6
10,28,7,44,30.5,24.5,22.5,28,5.5,6,23,42,48.5,92,34,34,0.5,0.6
10,28,8,48,33,24,24,28,6,6,26,41,47,92,36,36,0.5,0.6
10,28,9,55,39,24,33,28,6,6,35,40,40,92,38,38,0.6,0.5
10,28,10,55,39,24,42,28,6,6,38,40,38,92,41,41,0.6,0.5
10,28,11,53,37,25,36,28,6,5,33,40,48,92,44,44,0.6,0.5
10,28,12,46,32,25,31,29,6,5,38,40,48,92,45,45,0.6,0.5
10,28,13,46,32,26,31,29,6,5,34,40,59,92,47,47,0.6,0.5
10,28,14,40,28,26,31,29,6,5,31,41,69,92,50,50,0.6,0.5
10,28,15,36,25,26,32,30,5,5,20,41,83,92,54,54,0.6,0.6
10,28,16,35,24,27,27,30,5,5,14,40,97,97,60,60,0.6,0.6
10,28,17,39,27,27,31,30,6,5,16,40,92,97,67,67,0.5,0.6
10,28,18,38,26,28,38,30,6,5,24,39,76,97,72,72,0.6,0.6
10,28,19,40,28,28,40,31,5,5,22,38,71,97,74,74,0.6,0.6
10,28,20,44,29,28,44,31,5,5,29,36,55,97,75,75,0.6,0.6
10,28,21,47,28,29,47,31,5,5,31,35,51,97,74,75,0.6,0.6
10,28,22,52,30,29,53,32,6,6,36,33,48,97,72,75,0.6,0.6
10,28,23,57,40,30,63,34,6,6,44,33,43,97,67,75,0.7,0.6
10,29,0,83,61,31,84,36,6,6,22,32,88,97,66,75,0.9,0.6
10,29,1,93,69,33,74,38,6,6,14,30,96,97,96,96,0.9,0.6
10,29,2,80,59,34,60,39,6,6,14,28,91,97,94,96,0.9,0.6
10,29,3,72,52,36,51,40,5,6,13,27,86,97,91,96,0.8,0.6
10,29,4,74,54,37,48,41,6,6,15,26,75,97,87,96,0.8,0.6
10,29,5,60,43,37,44,42,6,6,14,25,71,97,84,96,0.7,0.6
10,29,6,54,38,38,40,43,6,6,16,25,62,97,80,96,0.8,0.7
10,29,7,46,32,38,30,43,6,6,20,25,58,97,77,96,0.8,0.7
10,29,8,32,22,37,26,43,6,6,27,25,52,97,74,96,0.7,0.7
10,29,9,27,18,36,27,43,6,6,38,25,40,97,67,96,0.6,0.7
10,29,10,28,18,36,28,42,5,6,38,25,38,97,60,96,0.6,0.7
10,29,11,28,17,35,28,42,5,6,37,25,43,97,55,96,0.6,0.7
10,29,12,31,12,34,31,42,6,6,26,25,59,97,53,96,0.5,0.7
10,29,13,39,10,33,39,42,5,6,25,24,68,97,52,96,0.5,0.7
10,29,14,35,13,32,35,42,5,6,22,24,77,97,54,96,0.6,0.7
10,29,15,39,14,32,39,43,5,6,23,24,78,97,57,96,0.5,0.7
10,29,16,38.75,13,31,41,43,5,6,20,24,87,96,61,96,0.7,0.7
10,29,17,38.5,15,32,37.5,44,5,6,26.33333333,25,92,96,68,96,0.6,0.7
10,29,18,38.25,17,31,34,44,5,6,32.66666667,25,72.5,96,72,96,0.5,0.7
10,29,19,38,16,31,38,44,5,6,39,26,53,96,73,96,0.5,0.7
10,29,20,39,18,30,39,43,5,6,44,26,47,96,72,96,0.6,0.7
10,29,21,44,22,30,44,43,6,6,51,27,38,96,67,96,0.6,0.7
10,29,22,44,20,29,44,43,5,6,46,28,42,96,62,96,0.6,0.7
10,29,23,41,15,28,41,42,5,5,49,28,38,96,57,96,0.6,0.7
10,30,0,39,22,27,39,40,5,5,41,29,44,96,51,74,0.6,0.7
10,30,1,35,21,25,35,38,7,5,44,30,42,92,42,42,0.6,0.6
10,30,2,38,23,23,38,37,6,5,44,31,44,92,43,43,0.6,0.6
10,30,3,42,29,22,40,37,6,6,46,33,45,92,44,44,0.7,0.6
10,30,4,48,33,21,44,37,6,6,41,34,47,92,44,44,0.6,0.6
10,30,5,50,35,21,43,37,7,6,36,35,54,92,46,46,0.6,0.6
10,30,6,60,43,21,40,37,6,6,34,36,57,92,48,48,0.6,0.6
10,30,7,55,39,21,39,37,8,6,52,37,40,92,47,48,0.7,0.6
10,30,8,53,37,22,40,38,8,6,56,39,41,92,46,48,0.7,0.6
10,30,9,54,38,23,42,38,8,6,53,39,52,92,48,48,0.7,0.6
10,30,10,57,40,24,42,39,7,6,43,40,60,92,50,50,0.6,0.6
10,30,11,23,16,24,16,38,6,6,22,39,72,92,53,53,0.5,0.6
10,30,12,26,16,24,16,38,5,6,16,38,81,92,57,57,0.5,0.6
10,30,13,29,13,24,11,37,5,6,12,38,91,92,62,62,0.5,0.6
10,30,14,32,13,24,25,36,5,6,14,38,100,100,67,67,0.5,0.6
10,30,15,32,17,24,28,36,5,6,14,37,102,102,75,75,0.5,0.6
10,30,16,31,15,24,22,35,5,6,15,37,97,102,82,82,0.5,0.6
10,30,17,29,13,24,25,34,5,6,19,36,91,102,87,87,0.4,0.6
10,30,18,31,14,24,31,34,5,6,27,36,79,102,89,89,0.5,0.6
10,30,19,42,15,24,42,34,6,6,44,36,57,102,87,89,0.5,0.6
10,30,20,47,13,23,47,35,6,6,39,36,61,102,85,89,0.5,0.6
10,30,21,38,13,23,38,34,5,6,35,35,64,102,81,89,0.5,0.6
10,30,22,38,16,23,38,34,5,6,51,35,46,102,75,89,0.5,0.6
10,30,23,47,16,23,47,34,6,6,78,36,19,102,64,89,0.6,0.6
10,31,0,44,18,23,44,35,6,6,83,38,16,102,54,89,0.6,0.6
10,31,1,38,20,23,38,35,6,6,70,39,24,102,24,24,0.6,0.6
10,31,2,36,25,23,33,35,6,6,51,40,35,102,30,30,0.6,0.6
10,31,3,36,25,23,30,34,7,6,58,40,29,102,29,30,0.6,0.6
10,31,4,37,24,22,30,34,6,6,73,41,18,102,26,30,0.6,0.6
10,31,5,42,22,22,32,33,7,6,83,43,10,102,23,30,0.6,0.6
10,31,6,44,26,21,40,33,7,6,88,46,5,102,20,30,0.6,0.6
10,31,7,40,26,20,38,33,7,6,79,47,10,102,19,30,0.6,0.6
10,31,8,42,29,20,38,33,10,6,58,47,33,102,20,30,0.7,0.6
10,31,9,46,31,20,46,33,9,6,49,47,48,102,24,30,0.7,0.6
10,31,10,34,23,19,34,33,7,6,29,46,72,102,28,30,0.6,0.6
10,31,11,25,11,19,22,33,6,6,24,46,78,102,34,34,0.6,0.6
10,31,12,28,16,19,22,33,7,6,21,46,88,102,43,43,0.6,0.6
10,31,13,30,14,19,27,34,6,6,20,47,96,102,54,54,0.6,0.6
10,31,14,34,14,19,34,34,6,6,20,47,104,104,66,66,0.6,0.6
10,31,15,38,19,19,37,35,6,6,17,47,120,120,80,80,0.6,0.6
10,31,16,41,19,19,38,35,6,6,17,47,129,129,92,92,0.6,0.6
10,31,17,36,21,20,36,36,6,6,39,48,102,129,99,99,0.6,0.6
10,31,18,57,25,20,41,36,6,6,114,52,22,129,92,99,0.6,0.6
10,31,19,61,29,21,53,37,6,6,121,55,8,129,84,99,0.7,0.6
10,31,20,54,34,22,57,37,6,6,106,58,13,129,74,99,0.6,0.6
10,31,21,54,34,22,57,38,5,6,93,60,17,129,64,99,0.6,0.6
10,31,22,54,30,23,57,39,5,6,75,61,25,129,54,99,0.6,0.6
10,31,23,53,30,24,56,39,5,6,81,61,14,129,41,99,0.6,0.6
11,1,0,51,27,24,52,40,5,6,88,61,5,129,26,99,0.6,0.6
11,1,1,46,24,24,46,40,5,6,79,62,11,129,11,11,0.6,0.6
11,1,2,43,25,24,43,40,5,6,71,63,19,129,15,15,0.6,0.6
11,1,3,43,26,24,43,41,5,6,80,64,11,129,14,15,0.6,0.6
11,1,4,40,27,24,40,41,5,6,80,64,6,129,12,15,0.6,0.6
11,1,5,41,27,24,41,42,5,6,80,64,5,129,10,15,0.6,0.6
11,1,6,44,30,25,44,42,5,6,68,63,13,129,11,15,0.6,0.6
11,1,7,52,36.5,25.5,53.5,42.5,5.5,6,67,63,11,129,10.5,15,0.65,0.6
11,1,8,60,43,26,63,43,6,6,66,63,9,129,10,15,0.7,0.6
11,1,9,67,48,26,58,44,10,6,56,63,30,129,12,15,0.7,0.6
11,1,10,60,43,27,43,44,11,6,51,64,52,129,16,16,0.6,0.6
11,1,11,59,42,28,44,45,8,6,46,65,72,129,24,24,0.7,0.6
11,1,12,59,42,29,46,46,10,6,51,66,72,129,32,32,0.7,0.6
11,1,13,69,50,31,63,48,12,6,52,68,84,129,42,42,0.7,0.6
11,1,14,79,58,33,76,49,13,7,69,70,76,129,50,50,0.7,0.6
11,1,15,98,73,35,91,52,11,7,76,72,70,129,58,58,0.7,0.6
11,1,16,100,75,37,90,54,8,7,72,74,75,102,66,66,0.8,0.6
11,1,17,90,67,39,80,56,8,7,62,75,79,84,72,72,0.8,0.7
11,1,18,79,58,41,74,57,8,7,56,73,81,84,76,76,1,0.7
11,1,19,110,83,43,112,59,8,7,89,72,41,84,72,76,1.1,0.7
11,1,20,107,80,45,114,62,9,7,109,72,22,84,66,76,1.2,0.7
11,1,21,119,90,47,113,64,9,8,106,72,18,84,58,76,1.2,0.7
11,1,22,132,100,50,112,66,9,8,112,74,9,84,49,76,1.2,0.8
11,1,23,112,84,52,102,68,8,8,111,75,5,84,41,76,1.3,0.8
11,2,0,117,88,55,99,70,9,8,108,76,5,84,32,76,1.2,0.8
11,2,1,128,97,58,95,72,7,8,76,76,20,84,20,20,1.1,0.8
11,2,2,99,74,60,46,72,6,8,24,74,75,84,48,48,0.9,0.9
11,2,3,90,67,62,31,72,6,8,21,71,80,84,58,58,1,0.9
11,2,4,90,67,63,35,72,6,8,24,69,73,84,62,62,1.1,0.9
11,2,5,102,76,65,40,72,6,8,22,67,74,84,64,64,1.2,0.9
11,2,6,109,82,68,45,72,6,8,36,65,56,84,63,64,1.1,0.9
11,2,7,127,96,70,69,73,6,8,70,65,15,84,56,64,1.2,1
11,2,8,143,109,73,72,73,8,8,71,65,22,84,52,64,1.2,1
11,2,9,142,108,75,70,73,10,8,64,66,37,84,54,64,1.1,1
11,2,10,150,115,78,87,75,12,8,73,67,45,84,50,64,1.2,1
11,2,11,166,126,82,92,77,11,9,60,67,83,84,51,64,1.2,1
11,2,12,144,110,85,73,78,9,9,50,67,114,114,56,64,1,1.1
11,2,13,117,88,86,58,78,9,8,34,66,141,141,64,64,1.1,1.1
11,2,14,103,77,87,55,77,7,8,28,65,152,152,76,76,1,1.1
11,2,15,92,68,87,46,75,7,8,24,63,152,152,93,93,0.9,1.1
11,2,16,77,56,86,42,73,6,8,26,61,149,152,109,109,0.9,1.1
11,2,17,87,64,86,65,73,6,8,29,59,142,152,122,122,1,1.1
11,2,18,103,77,87,84,73,6,8,32,58,114,152,131,131,0.9,1.1
11,2,19,105,79,87,108,73,5,8,37,56,92,152,132,132,0.9,1.1
11,2,20,109,82,87,117,73,6,8,53,54,67,152,126,132,0.9,1.1
11,2,21,107,80,86,140,74,7,7,54,52,65,152,117,132,0.9,1.1
11,2,22,106,79,85,161,76,7,7,69,50,47,152,104,132,0.9,1.1
11,2,23,111,81,85,171,79,6,7,49,47,67,152,93,132,0.9,1
11,3,0,112,84,85,170,82,7,7,40,44,68,152,83,132,0.9,1
11,3,1,113,85,85,164,85,7,7,39,43,64,152,64,64,0.9,1
11,3,2,115,87,85,166,90,7,7,43,44,60,152,62,64,0.9,1
11,3,3,125,95,86,182,96,7,7,84,46,21,152,48,64,1,1
11,3,4,117,88,87,161,102,8,7,95,49,11,152,39,64,1,1
11,3,5,123,93,88,148,106,11,8,67,51,25,152,36,64,1.1,1
11,3,6,84,62,87,96,108,7,8,30,51,41,152,37,64,0.7,1
11,3,7,48,30,84,48,107,7,8,27,49,43,152,38,64,0.7,1
11,3,8,37,21,81,37,106,7,8,27,47,49,152,39,64,0.6,0.9
11,3,9,32,18,77,32,104,7,7,21,45,61,152,39,64,0.6,0.9
11,3,10,38,19,73,38,102,6,7,22,43,67,152,40,64,0.5,0.9
11,3,11,37,21,68,37,100,6,7,20,42,73,152,46,64,0.5,0.9
11,3,12,28,14,64,28,98,6,7,18,40,79,152,55,64,0.4,0.8
11,3,13,40,22,62,40,97,6,7,20,40,83,152,62,64,0.4,0.8
11,3,14,37,20,59,37,97,5,7,20,39,88,152,68,68,0.4,0.8
11,3,15,31,16,57,31,96,5,7,19,39,90,149,74,74,0.4,0.8
11,3,16,36,11,55,36,96,5,7,19,39,90,142,79,79,0.4,0.7
11,3,17,36,10,53,36,94,5,6,21,39,87,114,82,82,0.4,0.7
11,3,18,34,14,50,34,92,5,6,24,38,79,92,84,84,0.4,0.7
11,3,19,28,6,47,28,89,5,6,28,38,68,90,83,84,0.4,0.7
11,3,20,33,10,44,33,86,5,6,32,37,61,90,81,84,0.4,0.7
11,3,21,30,11,42,30,81,5,6,32,36,57,90,78,84,0.4,0.6
11,3,22,24,10,39,24,75,5,6,32,35,54,90,73,84,0.4,0.6
11,3,23,22,10,36,22,69,5,6,32,34,53,90,69,84,0.4,0.6
11,4,0,23,4,32,23,63,6,6,30,33,56,90,64,84,0.5,0.6
11,4,1,27,12,29,27,57,6,6,30,33,56,90,56,56,0.5,0.6
11,4,2,28,13,26,28,52,6,6,29,32,56,90,56,56,0.5,0.5
11,4,3,26,13,23,26,45,6,6,28,30,54,90,55,56,0.5,0.5
11,4,4,29,12,20,29,40,6,6,27,27,54,90,55,56,0.5,0.5
11,4,5,33,23,17,29,35,7,6,29,26,50,90,54,56,0.5,0.5
11,4,6,27,15,15,27,32,7,6,34,26,45,90,52,56,0.5,0.5
11,4,7,26,16,14,26,31,7,6,37,26,44,90,51,56,0.5,0.5
11,4,8,32,18,14,32,31,7,6,38,27,44,90,50,56,0.5,0.5
11,4,9,34,19,14,34,31,6,6,37,27,49,90,50,56,0.6,0.5
11,4,10,36,18,14,36,31,6,6,34,28,54,90,49,56,0.5,0.5
11,4,11,40,19,14,40,31,6,6,27,28,61,90,50,56,0.5,0.5
11,4,12,34,15,14,34,31,6,6,24,28,65,90,52,56,0.5,0.5
11,4,13,36,17,14,36,31,6,6,27,29,69,90,54,56,0.6,0.5
11,4,14,39,20,14,39,31,6,6,30,29,71,90,57,57,0.6,0.5
11,4,15,43,25,14,43,31,6,6,34,30,70,90,60,60,0.5,0.5
11,4,16,46,24,15,46,32,5,6,40,31,65,87,63,63,0.5,0.5
11,4,17,42,20,15,42,32,6,6,40,31,59,79,64,64,0.5,0.5
11,4,18,43,18,15,43,32,6,6,56,33,40,71,62,64,0.5,0.5
11,4,19,42,19,16,42,33,5,6,68,34,27,71,58,64,0.5,0.5
11,4,20,31,14,16,31,33,5,6,49,35,44,71,56,64,0.5,0.5
11,4,21,33,14,16,31,33,5,6,65,37,25,71,50,64,0.5,0.5
11,4,22,42,18,16,31,33,6,6,83,39,8,71,42,64,0.5,0.5
11,4,23,42,18,17,33,34,6,6,84,41,4,71,34,64,0.6,0.5
11,5,0,44,10,17,32,34,6,6,87,43,4,71,26,64,0.6,0.5
11,5,1,45,22,18,34,34,6,6,89,46,4,71,4,4,0.6,0.5
11,5,2,44,25,18,35,35,6,6,88,48,4,71,4,4,0.6,0.5
11,5,3,43,16,18,32,35,6,6,85,50,4,71,4,4,0.6,0.5
11,5,4,41,6,18,32,35,6,6,82,53,4,71,4,4,0.6,0.5
11,5,5,40,12,17,31,35,6,6,80,55,3,71,4,4,0.6,0.5
11,5,6,39,11,17,29,35,5,6,78,57,4,71,4,4,0.5,0.5
11,5,7,36,14,17,27,35,5,6,72,58,10,71,5,5,0.5,0.5
11,5,8,30,17,17,30,35,5,6,57,59,27,71,8,8,0.5,0.5
11,5,9,34,13,17,34,35,5,6,42,59,46,71,13,13,0.5,0.5
11,5,10,31,16,17,31,35,5,6,30,59,65,71,20,20,0.5,0.5
11,5,11,32,14.66666667,17,32,35,6,6,28,59,67,71,28,28,0.5,0.5
11,5,12,33,13.33333333,17,33,35,5.5,6,22.5,61,80,80,38,38,0.5,0.5
11,5,13,34,12,17,34,35,5,6,17,60,80.5,80,43,43,0.4,0.5
11,5,14,35,11,16,35,34,5,6,17,60,81,81,54,54,0.3,0.5
11,5,15,32,14,16,32,34,5,5,18,59,85,85,64,64,0.2,0.5
11,5,16,34,17,15,34,33,5,5,22,58,88,88,73,73,0.3,0.5
11,5,17,37,17,15,37,33,5,5,32,58,71,88,77,77,0.3,0.5
11,5,18,33,18,15,33,33,5,5,32,57,63,88,76,77,0.3,0.5
11,5,19,32,19,15,32,32,5,5,27,55,63,88,76,77,0.3,0.5
11,5,20,30,16,15,30,32,5,5,32,54,56,88,72,77,0.3,0.5
11,5,21,29,17,15,29,32,5,5,35,53,52,88,70,77,0.3,0.5
11,5,22,30,21,16,28,32,5,5,35,51,48,88,66,77,0.3,0.4
11,5,23,27,16,15,27,32,5,5,33,49,46,88,61,77,0.3,0.4
11,6,0,30,14,16,30,32,5,5,37,46,36,88,54,77,0.3,0.4
11,6,1,36,16,15,36,32,5,5,58,45,12,88,12,12,0.3,0.4
11,6,2,40,22,15,40,32,5,5,57,44,10,88,11,12,0.3,0.4
11,6,3,36,24,16,36,32,5,5,54,42,7,88,10,12,0.3,0.4
11,6,4,31,21,16,31,32,5,5,51,41,5,88,8,12,0.3,0.4
11,6,5,35,24,17,30,32,5,5,49,40,4,88,8,12,0.3,0.4
11,6,6,42,29,18,32,32,5,5,48,38,3,88,7,12,0.4,0.4
11,6,7,49,34,19,32,32,5,5,49,37,4,88,6,12,0.4,0.3
11,6,8,59,42,20,41,33,6,5,49,37,7,88,6,12,0.5,0.3
11,6,9,58,41,21,44,33,7,5,48,37,18,88,7,12,0.5,0.3
11,6,10,62,44,22,44,34,10,5,42,38,37,88,11,12,0.5,0.3
11,6,11,63,45,23,52,35,11,6,50,39,42,88,15,15,0.5,0.3
11,6,12,73,53,24,64,36,12,6,66,40,47,88,20,20,0.6,0.4
11,6,13,93,69,27,80,38,12,6,63,42,71,88,29,29,0.6,0.4
11,6,14,98,73,29,83,40,10,6,63,44,88,88,39,39,0.6,0.4
11,6,15,95,71,32,86,42,9,7,67,46,95,95,51,51,0.6,0.4
11,6,16,94,70,34,85,44,8,7,63,48,101,101,62,62,0.6,0.4
11,6,17,87,64,36,86,46,8,7,72,49,91,101,72,72,0.7,0.4
11,6,18,87,64,38,83,48,8,7,72,51,85,101,78,78,0.8,0.4
